X,Y,TYPE,SPEED,DIRTYPE,DIRECTION
7.64972,48.60191,1,90,1,305
7.91981,48.83590,1,90,1,280
7.36607,48.29048,1,90,1,296
7.34481,48.52346,1,90,1,84
7.10883,48.92219,1,90,1,285
7.53984,48.38791,1,90,1,55
7.73076,48.58932,1,90,1,228
7.34161,47.83573,1,90,1,197
7.22699,48.05599,1,90,1,44
7.11760,47.74802,1,90,1,133
7.20999,47.62928,1,90,1,93
4.90720,45.76499,1,90,1,150
4.83064,45.69524,1,90,1,238
4.81243,45.79069,1,90,1,232
4.81201,45.79044,1,90,1,53
4.97614,45.77694,1,90,1,279
4.78416,45.78817,1,90,1,163
4.83065,45.69524,1,90,2,63
4.97882,45.73192,1,90,1,199
4.83563,45.70079,1,90,1,353
4.71764,45.57495,1,90,1,242
4.97238,45.77738,1,90,1,99
4.91726,45.81559,1,90,1,204
4.70594,45.56720,1,90,1,57
4.40381,45.89267,1,90,1,90
4.70575,45.56728,1,90,1,239
4.93464,45.79600,1,90,1,250
4.35285,45.91402,1,90,1,122
4.90720,45.76499,1,90,1,325
6.36392,47.65843,1,90,1,236
6.04654,47.37068,1,90,1,24
6.30528,47.72133,1,90,1,209
5.87558,47.44134,1,90,1,231
6.17821,47.62760,1,90,1,291
6.38541,47.82544,1,90,1,134
6.27680,47.56571,1,90,1,124
6.04655,47.61027,1,90,1,192
6.77477,47.54971,1,90,1,354
6.52238,47.71136,1,90,1,19
5.74182,47.31617,1,90,1,122
6.10768,47.68496,1,90,1,180
5.93501,47.70458,1,90,1,116
6.09772,47.46696,1,90,1,178
6.37534,47.66266,1,90,1,54
6.40192,47.79488,1,90,1,196
4.89000,46.78479,1,90,1,49
4.41477,46.70351,1,90,1,232
4.91728,46.73653,1,90,1,150
4.04020,46.23937,1,90,1,202
4.40959,46.42907,1,90,1,144
4.17506,46.54454,1,90,1,23
5.18961,46.69320,1,90,1,168
4.04357,46.53839,1,90,1,187
4.87312,46.68055,1,90,1,192
4.66994,46.47187,1,90,1,354
4.39547,46.88301,1,90,1,153
5.03741,46.56580,1,90,1,229
4.43644,46.41326,1,90,1,302
4.56221,46.36723,1,90,1,119
4.39594,46.70102,1,90,1,278
4.16258,46.51400,1,90,1,187
-0.09620,48.02078,1,90,1,89
0.17235,47.99669,1,90,1,175
0.37070,48.00495,1,90,1,277
0.34568,48.11426,1,90,2,52
-0.03001,47.85340,1,90,1,249
-0.09724,48.16748,1,90,1,129
0.18193,48.40737,1,90,1,101
0.17238,48.00582,1,90,1,350
0.17806,47.95940,1,90,1,168
0.53184,48.07047,1,90,1,237
-0.11335,47.72740,1,90,1,151
-0.01010,47.72341,1,90,1,204
0.02122,48.02180,1,90,1,265
0.08873,48.37460,1,90,1,356
0.18325,47.82635,1,90,1,179
0.06312,47.81390,1,90,1,38
0.57864,48.16998,1,90,1,54
-0.27872,47.80879,1,90,1,312
-0.04200,48.24084,1,90,1,47
5.92642,45.74995,1,90,1,208
5.93660,45.57178,1,90,1,313
6.12381,45.53352,1,90,1,48
5.91981,45.57754,1,90,1,117
6.38069,45.66011,1,90,1,59
5.78403,45.70361,1,90,1,101
6.30623,45.50398,1,90,1,29
6.14515,45.48537,1,90,1,43
5.71899,45.50563,1,90,1,133
6.38956,45.76082,1,90,1,125
5.81145,45.46129,1,90,1,205
5.94333,45.77706,1,90,1,9
5.79883,45.69676,1,90,1,254
6.27508,45.40124,1,90,1,178
6.62216,45.19596,1,90,1,101
6.39235,45.66304,1,90,1,269
6.18968,45.52596,1,90,1,216
5.94277,45.56805,1,90,1,121
5.90738,45.58540,1,90,1,302
6.08231,45.91488,1,90,1,0
6.35612,46.32625,1,90,1,67
6.76248,45.92461,1,90,1,345
6.31997,46.23797,1,90,1,215
6.25897,46.04637,1,90,1,55
6.24824,45.76613,1,90,1,141
6.25307,46.15192,1,90,1,309
6.35943,46.15907,1,90,1,266
6.44774,46.06856,1,90,1,97
5.99755,45.81698,1,90,1,68
6.27287,46.29214,1,90,1,41
6.43329,46.34708,1,90,1,260
6.28003,45.75506,1,90,1,283
1.14524,49.45177,1,90,1,183
1.42670,49.75060,1,90,1,83
1.04681,49.41674,1,90,1,36
1.68489,49.49515,1,90,1,319
1.05614,49.42829,1,90,1,198
1.10495,49.91861,1,90,1,229
0.73128,49.58333,1,90,1,16
0.47710,49.56040,1,90,1,266
0.99481,49.51500,1,90,1,222
1.75869,49.16925,1,90,1,330
1.25978,49.38533,1,90,1,261
0.91979,49.33631,1,90,1,17
0.75178,49.49264,1,90,2,148
0.94693,49.47298,1,90,1,149
2.84482,48.95810,1,90,1,279
3.39999,48.69254,1,90,1,268
2.60465,48.45592,1,90,1,97
2.60495,48.45595,1,90,1,277
2.68993,48.39007,1,90,1,13
2.98868,48.35650,1,90,1,289
2.60316,48.72805,1,90,1,77
2.86419,48.79422,1,90,1,310
2.68378,48.41033,1,90,1,133
2.96148,48.58158,1,90,1,104
2.50846,48.30519,1,90,1,271
2.69862,48.72303,1,90,1,188
2.97716,48.95866,1,90,1,272
2.75579,48.54862,1,90,1,281
3.05269,48.77977,1,90,1,217
3.18755,48.69257,1,90,1,90
2.81350,48.84452,1,90,1,319
2.81344,48.84426,1,90,1,139
2.09052,48.97215,1,90,1,166
1.89257,48.46084,1,90,1,111
1.83571,48.50633,1,90,1,330
-0.83631,46.93520,1,90,1,121
-0.52529,46.24251,1,90,1,92
-0.41635,46.32152,1,90,1,213
-0.66764,46.19023,1,90,1,238
-0.39919,46.34032,1,90,1,261
-0.09432,46.65390,1,90,1,87
-0.34157,46.78806,1,90,1,320
-0.19580,47.02632,1,90,1,196
-0.35884,46.87372,1,90,1,77
-0.61347,46.66374,1,90,1,338
-0.23814,46.72324,1,90,1,6
-0.23997,46.11974,1,90,1,45
-0.21742,46.59514,1,90,1,315
-0.68368,46.83776,1,90,1,327
2.54482,49.97149,1,90,1,67
2.11393,49.98702,1,90,1,340
2.81722,49.75083,1,90,1,226
2.32345,50.06926,1,90,1,185
1.60508,50.07586,1,90,1,75
2.71659,49.87366,1,90,1,269
1.66165,50.25410,1,90,1,235
1.53836,49.99950,1,90,1,330
2.75247,49.65028,1,90,1,190
2.25361,49.77865,1,90,1,2
2.48961,49.89750,1,90,1,252
1.99751,49.95880,1,90,1,93
1.73922,50.15700,1,90,1,144
2.38444,49.96027,1,90,1,40
2.87897,49.95773,1,90,2,100
1.75036,50.32038,1,90,1,176
2.70840,49.65830,1,90,1,251
2.60697,49.87195,1,90,1,269
1.94201,49.95144,1,90,1,350
3.00753,49.99067,1,90,1,203
2.16703,43.99954,1,90,1,155
1.85336,43.68232,1,90,1,95
1.79935,43.58750,1,90,1,91
1.60427,43.91957,1,90,1,258
1.79917,43.90952,1,90,1,78
2.22080,43.67888,1,90,1,331
1.83691,43.87280,1,90,1,59
1.83712,43.75560,1,90,1,256
2.25993,44.08345,1,90,1,270
2.16475,43.94327,1,90,1,113
2.16489,43.94335,1,90,1,293
2.01155,43.50418,1,90,1,355
2.02834,43.45323,1,90,1,90
2.19147,43.64050,1,90,1,300
2.53808,43.46987,1,90,1,267
2.08785,43.97752,1,90,1,126
1.92793,43.85728,1,90,1,340
2.18587,43.84154,1,90,1,154
1.73079,43.74849,1,90,1,326
2.04197,43.76760,1,90,1,256
2.06604,43.51374,1,90,1,212
1.99995,44.04644,1,90,1,318
2.27965,43.91649,1,90,1,87
1.75944,43.90915,1,90,1,75
2.22434,43.63633,1,90,1,151
1.98844,43.78227,1,90,1,148
2.30878,43.62156,1,90,1,278
2.17068,43.88199,1,90,1,318
1.21912,43.93974,1,90,1,350
1.41726,44.06677,1,90,1,222
1.23149,44.03100,1,90,1,280
1.73185,44.21554,1,90,1,62
1.28354,44.07472,1,90,1,152
1.09207,44.07787,1,90,1,166
1.31477,43.99467,1,90,1,34
1.44077,43.95629,1,90,1,132
1.02554,43.89736,1,90,1,231
1.43937,44.04302,1,90,1,64
1.19689,43.81312,1,90,1,308
1.35775,43.96863,1,90,1,349
1.38431,43.91224,1,90,1,113
1.50616,44.13570,1,90,2,44
1.20608,43.95454,1,90,1,265
1.58062,44.16890,1,90,1,255
1.36447,43.99933,1,90,1,62
1.18596,44.13249,1,90,1,68
1.46829,43.97666,1,90,1,83
1.29203,43.80373,1,90,1,164
1.44082,43.95618,1,90,1,313
1.30573,43.89462,1,90,1,198
1.86851,44.29257,1,90,1,214
1.32187,43.80710,1,90,1,325
1.36472,43.99950,1,90,1,235
1.46306,44.10295,1,90,1,42
1.51654,44.21862,1,90,1,120
1.01115,44.09223,1,90,1,86
6.12010,43.11345,1,90,1,104
6.04879,43.38477,1,90,1,303
5.86655,43.46717,1,90,1,198
6.07182,43.27575,1,90,1,204
5.81181,43.21832,1,90,1,265
6.63245,43.46256,1,90,1,259
6.08667,43.33472,1,90,1,10
6.17844,43.12482,1,90,1,83
6.54947,43.25053,1,90,1,81
6.48487,43.20742,1,90,1,243
5.97593,43.12805,1,90,1,46
6.48532,43.44801,1,90,1,236
5.74092,43.15615,1,90,1,130
6.59638,43.37131,1,90,1,177
6.58988,43.38203,1,90,1,319
4.84057,43.94893,1,90,1,185
4.90391,43.98963,1,90,1,66
4.84064,43.94871,1,90,1,5
4.99710,43.86527,1,90,1,137
4.88857,43.90750,1,90,1,312
4.97620,44.06159,1,90,1,345
4.94100,44.09942,1,90,1,114
5.21592,43.86079,1,90,1,71
4.94627,43.88564,1,90,1,108
5.14642,43.75723,1,90,1,112
4.94719,44.33520,1,90,1,184
4.95090,44.39182,1,90,1,282
3.81725,43.95632,1,90,1,75
5.01995,43.97143,1,90,1,157
5.02777,43.94728,1,90,1,353
4.87302,44.02550,1,90,1,18
-1.26182,46.92861,1,90,1,130
-1.03951,46.61225,1,90,1,358
-1.77654,46.82353,1,90,1,287
-1.35511,46.61553,1,90,1,309
-0.99758,46.90868,1,90,1,197
-1.43201,46.51876,1,90,1,165
-1.97385,46.82271,1,90,1,255
-1.67234,46.47738,1,90,1,278
-1.35055,46.69851,1,90,1,62
-0.89852,46.48757,1,90,1,300
-1.93756,46.87034,1,90,1,123
-1.44718,46.79901,1,90,1,325
-0.83579,46.42814,1,90,1,41
-1.07414,46.47490,1,90,1,67
-1.82005,46.66168,1,90,1,145
-1.45903,46.67063,1,90,1,209
-1.88660,46.92315,1,90,1,1
-1.81682,46.65886,1,90,1,141
-1.41732,46.36646,1,90,1,23
-1.09676,46.75346,1,90,1,154
-1.87984,46.81206,1,90,1,182
-1.75844,46.59242,1,90,1,24
-1.93751,46.76167,1,90,1,215
0.24262,46.63123,1,90,1,103
0.42932,46.72655,1,90,1,230
0.46540,46.55885,1,90,1,270
0.58064,46.44356,1,90,1,130
0.27808,46.66419,1,90,1,154
0.39170,46.40528,1,90,1,158
0.26731,46.46020,1,90,1,5
0.64623,46.82491,1,90,1,270
0.79316,46.34620,1,90,1,321
0.05687,46.65972,1,90,1,93
0.44473,46.81569,1,90,1,264
0.54621,46.46312,1,90,1,130
0.54698,46.46275,1,90,1,310
0.34505,46.61966,1,90,1,90
0.35714,46.61857,1,90,1,293
1.28264,45.82844,1,90,1,332
1.25530,45.89166,1,90,1,280
1.19369,45.82066,1,90,1,256
0.98549,45.63938,1,90,1,158
1.29123,45.76771,1,90,1,155
6.83851,47.87434,1,90,1,246
6.94258,48.38485,1,90,1,74
6.78715,48.07871,1,90,1,283
6.78903,48.07852,1,90,1,103
6.41021,48.19700,1,90,1,49
6.51834,48.22699,1,90,1,191
6.28129,48.14996,1,90,1,227
6.56418,48.15230,1,90,1,293
6.51273,48.17327,1,90,1,125
6.94429,48.27530,1,90,1,336
6.04727,48.19619,1,90,1,41
3.21830,48.27953,1,90,1,318
3.30188,48.16192,1,90,1,156
3.31378,48.02243,1,90,1,219
3.45362,47.95525,1,90,1,299
3.78207,47.57093,1,90,1,188
3.49282,47.63896,1,90,1,29
3.72855,47.96286,1,90,1,9
3.81126,48.06650,1,90,1,33
3.81131,48.06666,1,90,1,213
3.59398,47.87780,1,90,1,218
3.55115,47.84113,1,90,1,352
3.29955,48.07798,1,90,1,30
3.95537,47.84317,1,90,1,241
3.62507,47.84928,1,90,1,68
3.19024,48.17681,1,90,1,256
3.62351,47.79269,1,90,1,280
4.01478,47.90139,1,90,1,4
3.81369,47.96417,1,90,1,287
3.46824,48.20359,1,90,1,225
3.39464,48.17392,1,90,1,260
3.37297,48.17324,1,90,1,109
6.84767,47.59099,1,90,1,146
6.92787,47.56507,1,90,1,322
6.87821,47.72265,1,90,1,261
6.97982,47.69456,1,90,2,65
2.17316,48.39584,1,90,1,195
2.19018,48.70762,1,90,1,145
2.50410,48.64512,1,90,1,19
2.21066,48.74923,1,90,1,100
2.20927,48.53668,1,90,1,10
1.95746,48.44314,1,90,1,349
2.29231,48.71847,1,90,1,210
2.18053,48.46365,1,90,1,203
2.14098,48.42389,1,90,1,62
2.45626,48.61717,1,90,1,38
2.19435,48.48507,1,90,1,23
2.33339,48.60914,1,90,1,56
2.33327,48.60922,1,90,1,236
2.27716,48.71343,1,90,1,105
2.31122,48.59436,1,90,1,26
2.23458,48.92625,1,90,1,233
2.36345,48.92991,1,90,1,249
2.56759,48.93381,1,90,1,262
2.42877,48.91851,1,90,1,342
2.44580,48.87801,1,90,1,233
2.40285,48.93546,1,90,1,251
2.37751,48.93343,1,90,1,262
2.39443,48.92528,1,90,1,78
2.41473,48.93836,1,90,1,250
2.45659,48.88260,1,90,1,56
2.40758,48.77409,1,90,1,89
2.44853,48.81660,1,90,1,99
2.47950,48.82891,1,90,1,77
2.34565,48.77230,1,90,1,185
2.33934,48.80901,1,90,1,150
2.44872,48.80720,1,90,1,188
2.38489,49.00188,1,90,1,345
2.24148,48.93390,1,90,1,47
2.08447,49.06073,1,90,1,207
2.14316,49.05011,1,90,1,255
2.25439,49.13695,1,90,1,343
2.50756,49.03751,1,90,1,208
2.33196,49.04785,1,90,1,148
2.34618,49.03371,1,90,1,355
1.96008,49.05440,1,90,1,221
2.48233,48.99790,1,90,1,32
2.52950,49.08044,1,90,1,3
55.39204,-20.88574,1,90,1,44
-61.27969,16.25545,1,90,1,249
-61.63553,15.98958,1,90,1,346
-61.52341,16.23369,1,90,1,188
-61.56130,16.25420,1,90,1,91
-61.56190,16.25424,1,90,1,271
-61.00300,14.60520,1,90,1,329
-61.00270,14.60450,1,90,1,148
-60.98356,14.59177,1,90,1,350
-60.97691,14.49705,1,90,1,146
-60.98281,14.58958,1,90,1,150
-60.96749,14.66495,1,90,1,217
-60.97789,14.63219,1,90,1,8
-60.97800,14.63224,1,90,1,188
-52.35380,4.81139,1,90,1,51
-52.32896,4.91387,1,90,1,322
-52.47078,5.01053,1,90,1,309
5.63330,46.14633,1,110,1,215
5.92093,46.17681,1,110,1,69
3.05402,49.25074,1,110,1,248
3.28314,49.78307,1,110,1,186
5.94933,44.19735,1,110,1,320
7.13347,43.64319,1,110,1,42
7.15843,43.66064,1,110,1,277
7.48348,43.79724,1,110,1,266
4.91715,49.69130,1,110,1,274
4.36355,49.52216,1,110,1,253
5.02885,49.75326,1,110,1,235
4.11186,48.33020,1,110,1,311
4.09345,48.33281,1,110,1,66
4.76079,43.59710,1,110,1,190
5.28439,43.41048,1,110,1,318
4.85978,43.50795,1,110,1,319
5.43639,43.51368,1,110,1,134
4.65191,43.65638,1,110,1,118
5.34191,43.40428,1,110,1,296
-0.22615,48.95794,1,110,1,343
-1.09532,49.31486,1,110,1,19
-0.38304,49.25934,1,110,1,205
3.13630,45.11071,1,110,1,39
3.13599,45.11062,1,110,1,219
3.20357,45.26972,1,110,1,222
0.14835,45.67843,1,110,1,223
0.10070,45.61718,1,110,2,42
-0.25411,45.67002,1,110,1,114
0.10092,45.61755,1,110,1,221
0.14715,45.67750,1,110,1,42
-0.13069,45.48265,1,110,1,4
-0.62296,45.73027,1,110,1,267
-0.23901,45.30020,1,110,1,10
-1.03557,46.19951,1,110,1,89
1.51303,45.23604,1,110,1,168
1.52657,45.19644,1,110,1,119
1.48336,45.15430,1,110,1,170
4.95722,47.33710,1,110,1,71
4.75637,47.08771,1,110,1,132
5.07984,47.31674,1,110,1,10
-2.48071,48.44624,1,110,1,337
-3.11234,48.55063,1,110,1,291
-3.17947,48.55730,1,110,1,132
-2.37677,48.38294,1,110,1,130
-2.07994,48.45606,1,110,1,230
-2.81736,48.43432,1,110,1,220
-3.27679,48.61078,1,110,1,333
-3.41200,48.54890,1,110,1,83
-2.30988,48.41691,1,110,1,267
-2.03844,48.51796,1,110,1,6
1.41002,46.21382,1,110,1,56
1.78326,46.19729,1,110,1,284
2.40391,46.28551,1,110,1,223
1.72289,46.21600,1,110,1,95
1.95289,46.19142,1,110,1,198
6.83195,47.50648,1,110,1,243
6.83161,47.50624,1,110,1,61
4.99045,44.99301,1,110,1,230
4.89038,44.94398,1,110,1,12
4.94326,44.93920,1,110,1,351
1.18830,49.08631,1,110,1,1
1.19373,48.99325,1,110,1,349
1.17659,48.86902,1,110,1,355
1.17931,48.85359,1,110,1,174
1.18201,49.13876,1,110,1,354
1.28327,48.74520,1,110,1,111
1.28273,48.74543,1,110,1,290
1.45172,48.75148,1,110,1,258
1.46346,48.50725,1,110,1,166
1.47573,48.41628,1,110,1,270
1.45308,48.75153,1,110,1,75
-3.59524,47.87005,1,110,1,295
-3.99182,48.21971,1,110,1,267
-4.14192,47.97129,1,110,1,44
-3.73697,48.57868,1,110,1,292
-3.73738,48.57859,1,110,1,112
-4.37707,48.45273,1,110,1,61
-3.59538,47.87008,1,110,1,115
-3.87041,48.55823,1,110,1,43
-4.04492,48.51840,1,110,1,266
-3.98791,47.96881,1,110,1,287
-4.07603,48.03900,1,110,1,234
4.22498,43.96413,1,110,1,318
4.13501,44.04362,1,110,1,112
-0.41983,45.03197,1,110,1,202
-0.33342,44.88357,1,110,1,266
3.97925,43.64658,1,110,1,232
3.88744,43.58256,1,110,1,46
3.92005,43.60099,1,110,1,238
3.65111,43.47547,1,110,1,55
-1.96277,48.18701,1,110,1,281
-1.50384,48.10563,1,110,1,111
-1.92697,48.56113,1,110,1,29
-1.94290,48.04307,1,110,1,71
-1.91592,48.05317,1,110,1,252
-1.43267,48.10174,1,110,1,274
-1.59982,48.01167,1,110,1,333
-1.68468,47.90617,1,110,1,197
-1.68011,48.05745,1,110,1,15
1.50220,46.60543,1,110,1,227
1.49904,46.60300,1,110,1,203
0.72968,47.41541,1,110,1,194
4.80630,45.37301,1,110,1,145
4.81082,45.58889,1,110,1,285
-1.03498,43.74011,1,110,1,122
-1.12237,43.72112,1,110,1,256
-0.73778,43.85171,1,110,1,62
-0.72096,43.85839,1,110,1,242
-1.32328,43.66586,1,110,1,29
-1.22826,43.71160,1,110,1,183
-0.97330,44.14000,1,110,1,39
4.48660,45.45964,1,110,1,40
-1.74478,47.29351,1,110,1,315
-1.65039,47.33021,1,110,1,157
-2.07812,47.44075,1,110,1,141
-1.64299,47.40606,1,110,1,12
-1.54041,47.27507,1,110,1,102
-1.46123,47.67993,1,110,1,69
-1.32428,47.15619,1,110,1,274
1.85817,47.88993,1,110,1,329
1.46460,44.35408,1,110,1,292
3.28066,44.70127,1,110,1,150
-0.92064,47.05444,1,110,1,159
-1.56400,49.55644,1,110,1,333
-1.41344,48.59330,1,110,1,57
-1.36069,48.69172,1,110,1,252
-1.40758,48.59611,1,110,1,236
-1.36786,48.66524,1,110,1,328
-1.35044,49.45087,1,110,1,155
4.39208,48.94538,1,110,1,170
3.90600,48.73014,1,110,1,265
4.74709,48.68134,1,110,1,298
4.86463,48.64774,1,110,1,282
6.33212,48.60652,1,110,1,168
5.91683,48.66952,1,110,1,206
6.23387,48.45001,1,110,1,12
6.09333,48.86720,1,110,1,14
6.10980,48.92112,1,110,1,179
6.24267,48.46069,1,110,1,222
5.42508,48.70344,1,110,1,79
5.33838,48.69309,1,110,1,282
5.06560,48.64306,1,110,1,71
-2.61633,47.94104,1,110,1,57
-3.25258,47.78871,1,110,1,279
-2.85987,47.66069,1,110,1,89
-2.52569,47.95004,1,110,1,298
-2.41502,47.53832,1,110,1,293
-2.67234,47.63776,1,110,1,292
-2.93871,47.67148,1,110,1,71
6.08266,49.31732,1,110,1,89
6.18405,49.15001,1,110,1,173
6.17426,49.27275,1,110,1,170
6.16995,49.05211,1,110,1,68
6.97164,48.70005,1,110,1,263
6.81469,49.13882,1,110,1,304
6.87553,49.16674,1,110,1,223
7.16517,48.75101,1,110,1,93
6.84555,49.15425,1,110,1,71
6.10671,49.36541,1,110,1,180
7.04164,49.14081,1,110,1,22
3.13988,47.03872,1,110,1,344
3.85430,50.29576,1,110,1,94
2.94557,50.60401,1,110,1,220
2.38751,51.01465,1,110,1,254
3.47885,50.37180,1,110,1,139
3.50634,50.33791,1,110,1,284
3.50645,50.33807,1,110,1,105
2.28696,50.99788,1,110,1,61
3.12345,50.71187,1,110,1,7
2.39546,50.97013,1,110,1,331
2.93722,50.64007,1,110,1,317
2.54268,49.22660,1,110,1,142
2.54613,49.22403,1,110,1,321
2.45297,49.30547,1,110,1,185
2.44189,49.31729,1,110,1,337
2.73263,49.08764,1,110,1,15
2.81047,49.43109,1,110,1,50
0.34437,48.50990,1,110,1,94
2.83965,50.44638,1,110,1,314
2.87516,50.32839,1,110,1,237
1.88217,50.93456,1,110,1,297
2.83181,50.46684,1,110,1,6
2.58546,50.44834,1,110,1,117
1.70845,50.73493,1,110,1,286
2.84831,50.43504,1,110,1,174
2.31175,50.36655,1,110,1,251
3.11474,45.85353,1,110,1,205
3.15233,45.71648,1,110,1,12
3.11585,46.03043,1,110,1,345
3.57523,45.88269,1,110,1,71
3.64083,45.87490,1,110,1,308
-1.42115,43.46079,1,110,1,337
-1.64229,43.38668,1,110,1,204
-1.49250,43.45000,1,110,1,342
0.31153,43.13964,1,110,1,332
2.92635,42.65433,1,110,1,168
3.03024,42.80211,1,110,1,19
2.89936,42.76704,1,110,1,193
2.83589,42.49131,1,110,1,307
2.82667,42.68983,1,110,1,80
2.98435,42.60732,1,110,1,12
2.98744,42.70658,1,110,1,99
3.02754,42.53793,1,110,1,293
2.88751,42.73981,1,110,1,209
7.72763,48.63792,1,110,1,212
7.62526,48.40155,1,110,1,41
7.72787,48.63831,1,110,1,33
7.65867,48.52458,1,110,1,88
7.36860,48.14629,1,110,1,193
7.22620,47.77274,1,110,1,108
7.33338,47.76568,1,110,1,63
7.30842,47.79849,1,110,1,148
7.40141,48.21060,1,110,1,187
7.36235,47.77361,1,110,2,105
7.30831,47.95849,1,110,1,9
7.36879,48.14626,1,110,1,13
7.30831,47.95849,1,110,1,190
5.73192,45.55761,1,110,1,277
5.82388,45.57791,1,110,1,103
6.15030,46.14891,1,110,1,25
6.08836,46.08583,1,110,1,15
6.08101,46.04968,1,110,1,174
5.90593,46.07598,1,110,1,213
1.08176,49.35340,1,110,1,26
2.61293,48.76824,1,110,1,169
2.63789,48.57905,1,110,1,174
2.52643,48.63183,1,110,1,83
2.64238,48.83147,1,110,1,264
2.55462,48.61810,1,110,1,301
2.55462,48.61810,1,110,1,121
2.08521,48.83307,1,110,1,40
1.62684,48.78856,1,110,1,38
1.74689,48.96694,1,110,1,122
2.18923,48.77981,1,110,1,96
2.01957,48.78117,1,110,1,262
2.18974,48.77991,1,110,1,275
2.07063,48.79035,1,110,1,221
1.77280,48.79850,1,110,1,78
2.21288,48.77807,1,110,1,96
2.00524,48.90347,1,110,1,1
2.15296,48.83206,1,110,1,77
-0.39869,46.34038,1,110,1,81
-0.80766,46.97227,1,110,1,312
2.67720,49.74341,1,110,1,107
1.79908,50.12790,1,110,1,192
2.32850,49.92349,1,110,1,115
6.82581,43.54488,1,110,1,42
5.89807,43.12558,1,110,1,113
6.87187,43.53372,1,110,1,107
6.04157,43.13773,1,110,1,315
4.88599,44.04274,1,110,1,197
4.86699,43.97433,1,110,1,251
-1.43070,46.76192,1,110,1,0
-1.43089,46.75927,1,110,1,180
1.36073,45.69851,1,110,1,301
1.33778,46.00461,1,110,1,176
1.27619,45.85005,1,110,1,175
6.48606,48.15881,1,110,1,194
6.89417,48.33508,1,110,1,153
6.31430,48.34078,1,110,1,149
6.31446,48.34087,1,110,1,330
6.58708,48.05457,1,110,1,222
6.86219,47.62425,1,110,1,209
6.85633,47.60145,1,110,1,10
2.40650,48.63208,1,110,2,134
2.34286,48.67389,1,110,1,322
2.44362,48.70378,1,110,1,179
2.14685,48.63501,1,110,1,219
2.15348,48.63988,1,110,1,44
2.30835,48.71338,1,110,1,194
2.19373,48.64555,1,110,1,303
2.36035,48.62561,1,110,1,275
2.45011,48.95087,1,110,1,51
2.23370,48.97705,1,110,1,124
2.28230,49.05965,1,110,1,133
2.14727,49.01417,1,110,1,316
2.24616,49.07088,1,110,1,311
2.35800,49.06084,1,110,1,65
2.14399,49.01624,1,110,1,316
2.48750,49.03543,1,110,1,328
2.47331,48.97726,1,110,1,275
55.54837,-20.90258,1,110,1,95
55.50170,-21.30235,1,110,1,54
55.42570,-21.30212,1,110,1,318
-61.60189,16.21061,1,110,1,21
5.14819,45.86382,1,130,1,98
2.80370,46.35547,1,130,1,104
4.42444,49.53400,1,130,1,28
1.63094,43.19762,1,130,1,20
4.32497,48.16988,1,130,1,290
4.17438,48.65618,1,130,1,350
4.16052,48.36440,1,130,1,166
3.89493,48.27293,1,130,1,90
4.61627,48.14238,1,130,1,131
2.36945,43.19251,1,130,1,278
2.41513,43.19187,1,130,1,53
3.06718,43.19072,1,130,1,230
2.77883,43.17029,1,130,1,90
5.50854,43.50592,1,130,1,296
-1.00788,48.95182,1,130,1,229
3.17041,45.17558,1,130,1,232
2.27490,47.07583,1,130,1,137
2.16569,47.18839,1,130,1,317
1.51506,45.51187,1,130,1,201
2.04448,45.43246,1,130,1,26
1.89662,45.33550,1,130,1,222
1.57356,45.37173,1,130,1,6
2.33947,45.52736,1,130,1,256
4.50279,47.30296,1,130,1,168
4.50317,47.30285,1,130,1,348
5.17973,47.64210,1,130,1,182
0.48185,45.09674,1,130,1,40
6.47446,47.40673,1,130,1,65
4.79383,44.60511,1,130,1,173
1.12083,49.29768,1,130,1,345
0.51381,49.39026,1,130,1,230
0.83013,48.19244,1,130,1,274
0.83052,48.19226,1,130,1,94
1.85291,48.26521,1,130,1,11
1.85265,48.26529,1,130,1,190
4.29941,43.78859,1,130,1,38
4.29998,43.78889,1,130,1,216
4.60287,43.93630,1,130,1,232
4.46171,43.73720,1,130,1,130
0.97545,43.17351,1,130,1,218
0.97542,43.17312,1,130,1,26
1.56835,43.70005,1,130,1,1
-0.31670,44.57401,1,130,1,118
-0.70319,44.74529,1,130,1,231
-0.84327,44.59384,1,130,1,338
-0.43174,44.97788,1,130,1,205
3.45856,43.38928,1,130,1,224
3.69314,43.62938,1,130,1,106
1.62300,46.81702,1,130,1,216
1.47515,46.42850,1,130,1,207
1.62772,46.75071,1,130,1,32
1.86840,47.09913,1,130,1,59
0.59921,47.11779,1,130,1,216
5.40095,45.46978,1,130,1,342
5.49186,45.37101,1,130,1,108
5.38718,45.17365,1,130,1,232
5.86062,45.24398,1,130,1,65
5.42098,47.08658,1,130,1,300
-1.08386,43.94253,1,130,1,45
-0.81917,44.41025,1,130,1,173
1.53789,47.74721,1,130,1,225
-1.47288,47.10002,1,130,1,313
1.85452,47.99432,1,130,1,159
1.56896,47.76794,1,130,1,53
1.51209,44.57087,1,130,1,176
0.27963,44.26636,1,130,1,154
-0.06775,47.34454,1,130,1,136
-0.82626,47.11548,1,130,1,189
-1.08301,48.92072,1,130,1,49
-1.29543,48.73513,1,130,1,195
5.19460,47.73552,1,130,1,5
-0.46382,48.05172,1,130,1,283
5.23567,49.09063,1,130,1,105
3.40671,50.41993,1,130,1,317
3.35807,50.28992,1,130,1,219
2.74650,50.72106,1,130,1,115
